Project ID,Project Subject Subcategory Tree,Project Title,Project Need Statement,School State,School Metro Type,School Zip,Project Grade Level Category,project_txt
794161b351d0b7d2a05a5cf8a04e42f8,"Applied Sciences, Mathematics",Science Learning In The Early Years,"My students need hands on science, math, and STEM equipment.  A Digital Camera to record experiences of  our learning. Science Learning in the Early Years would be used as a guide.",Florida,suburban,33147,Grades PreK-2,"science learning in the early years & my students need hands on science, math, and stem equipment. a digital camera to record experiences of our learning. science learning in the early years would be used as a guide. & applied sciences, mathematics & florida"
79dd8214d13f946994f0e90a87f47512,Music,Let's Get Organized!,"My students need storage containers for recorders, mallets, and other music supplies.",Michigan,suburban,48386,Grades PreK-2,"lets get organized & my students need storage containers for recorders, mallets, and other music supplies. & music & michigan"
7a324543f9627c07a56975ea4688ce62,"Character Education, Early Development",Let's Here It For The Boys ... and Girls!,My students need a Qball microphone and  interactive learning kits to use with our tablets.,New York,urban,11214,Grades PreK-2,"lets here it for the boys ... and girls & my students need a qball microphone and interactive learning kits to use with our tablets. & character education, early development & new york"
7fb6bbd197d2c44440132ebff841d852,"College & Career Prep, Environmental Science",Open Our World With Science World!,My students need Scholastic Science World to stay current on science in the world.,California,urban,90066,Grades 6-8,"open our world with science world & my students need scholastic science world to stay current on science in the world. & college & career prep, environmental science & california"
8179514f29b8d5fed4dcc566801ef29f,"Early Development, Visual Arts",Every Child Is An Artist!,"My students need dot stickers, dot painters, pom poms, book baggies, pencil boxes, tissue paper, kinetic sand, card stock and paint brushes.",New York,urban,11214,Grades PreK-2,"every child is an artist & my students need dot stickers, dot painters, pom poms, book baggies, pencil boxes, tissue paper, kinetic sand, card stock and paint brushes. & early development, visual arts & new york"
81aa5710f07c06fff5ed3ac2a7493d20,Literacy,"La La La La, Elmo's World! ",My students need a document camera so that lessons can be more engaging.,New York,suburban,11717,Grades 3-5,"la la la la, elmos world & my students need a document camera so that lessons can be more engaging. & literacy & new york"
848dd77feceb69f5d97fbf6de1434846,"Character Education, Special Needs",Interesting Incentives to Entice Good Behavior and Success!,"My students need exciting, fun, new incentives like super balls, magnifying light up pulls, Ninja paratroopers, and pencil grips for rewards for academics and behavior. ",Illinois,suburban,62234,Grades PreK-2,"interesting incentives to entice good behavior and success & my students need exciting, fun, new incentives like super balls, magnifying light up pulls, ninja paratroopers, and pencil grips for rewards for academics and behavior. & character education, special needs & illinois"
866303af415b430f7ab61501b5f2fff1,"ESL, Literacy",The Comic Relief in Learning to Read,My students need engaging reading resources to help them improve their fluency and comprehension.,Illinois,urban,60634,Grades PreK-2,"the comic relief in learning to read & my students need engaging reading resources to help them improve their fluency and comprehension. & esl, literacy & illinois"
8a77ab12c64646a7f8fb9da2619a3be7,"Literacy, Literature & Writing",High Five For Daily Five In Mrs. R's Kindergarten!,"My students need magnetic letters, letter stamps, play dough, wikki stix, letter building cards and a variety of leveled books to implement our Daily 5 program.",Illinois,suburban,62234,Grades PreK-2,"high five for daily five in mrs. rs kindergarten & my students need magnetic letters, letter stamps, play dough, wikki stix, letter building cards and a variety of leveled books to implement our daily program. & literacy, literature & writing & illinois"
8ecc9ebea134003c9dcd2d1388ab9003,"Applied Sciences, Health & Wellness",Small Yet Mighty Supplies,"My students need hand sanitizer gel and wipes, along with replacement cords for their iPads.",New York,urban,11234,Grades 3-5,"small yet mighty supplies & my students need hand sanitizer gel and wipes, along with replacement cords for their ipads. & applied sciences, health & wellness & new york"
921d8aaed355f7679de274d360479adc,"ESL, Early Development","iStore, iCharge = We Learn  ",My students need a charging station and replacement chargers for iPad minis.,New York,urban,11214,Grades PreK-2,"istore, icharge we learn & my students need a charging station and replacement chargers for ipad minis. & esl, early development & new york"
956ae6b36a05e99474154b50ac3515fb,"Literacy, Music",Singing Our Way to the Top!,My students need 1 Karaoke System in order to create a fun way to practice different reading skills!,Texas,urban,78242,Grades PreK-2,"singing our way to the top & my students need karaoke system in order to create a fun way to practice different reading skills & literacy, music & texas"
97a8cc546040d709679aa975dad20a1f,Mathematics,Station Math Games,My students need math games to use in stations and as fun class activities!,Texas,urban,79605,Grades 6-8,station math games & my students need math games to use in stations and as fun class activities & mathematics & texas
9e5aa3983e326cef7c7bf7bab9677143,"Extracurricular, Visual Arts",Poppin' Pancake Printout,My students need a 3D pancakebot printer so we can design and cook our own pancakes!,New York,urban,11214,Grades PreK-2,"poppin pancake printout & my students need a 3d pancakebot printer so we can design and cook our own pancakes & extracurricular, visual arts & new york"
a08b90b0b4829be2b9f372a10727837b,"Literacy, Parent Involvement",Family Fun & Literacy,"My students need chapter books, Reading & Writing Skills Folder Games, and Fluency & Comprehension Practice Scripts.",Illinois,suburban,62234,Grades 3-5,"family fun & literacy & my students need chapter books, reading & writing skills folder games, and fluency & comprehension practice scripts. & literacy, parent involvement & illinois"
a680715ef6108dc2ac0c2af7c738ba81,"Literacy, Mathematics",Tech-Savvy In Second Grade,"My students need cups, burlap bags and ribbon for our winter dance and a Chromebook to help them with technology fluency while learning literacy and math.",Michigan,suburban,48386,Grades PreK-2,"techsavvy in second grade & my students need cups, burlap bags and ribbon for our winter dance and a chromebook to help them with technology fluency while learning literacy and math. & literacy, mathematics & michigan"
a96363fc5abe0dc1490c3e2de12bee2f,Mathematics,Using Tinkercad for Teaching Computer Aid Design Part 2,My students need 2 Chromebooks to use the computer design program of Tinkercad for 3D Printing Club.,California,urban,95355,Grades 6-8,using tinkercad for teaching computer aid design part & my students need chromebooks to use the computer design program of tinkercad for 3d printing club. & mathematics & california
abb482f17927081f335721b568fce20a,Financial Literacy,Financial Literacy; A Lesson for Life.,"My students need Chromebooks, commputer mice and headphones to learn about financial literacy and responsibility.",California,urban,91331,Grades 3-5,"financial literacy a lesson for life. & my students need chromebooks, commputer mice and headphones to learn about financial literacy and responsibility. & financial literacy & california"
